Ano_Solicitud,ID_SGI,Zona,HUB,Comuna,Clave,Cuadrantes,Cantidad_N,Fecha_Solicitud,Year,Mes,W_Solicitud,OBS_Solicitud,Tipo_Solucion,Clientes_Afectados,Estado_Ejecucion,Sol2,Fecha_Cancelado,Tipo_de_Red,Estado_Design_Simplificado,Fecha_Design,Asignacion_Energía,Obras_Complementarias,Estado_Asignación_Energía,Estado_Ejecucion_2,Fecha_Ejecucion,Year_Ejecucion,MES_Ejecucion,Semana_Ejecucion,EPS,Fecha_Comunicacion_EPS,Responsable,Motivo,KPI_DESIGN,KPI_EJECUCION,Estado_CaPO,Fecha_Estado,Observaciones_CaPO,Horas_95,Horas_90,Zona_Roja,Clase_Zona_Roja,Mes_Sol,Mes_Ejecucion_2,Year_2022
2021,545082,NORTE,LSER,COQU,COQU189,Q1,,11-Mar-21,2021,marzo,W 10,,Segmentación FD,51,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,15-Mar-21,,,,Ejecutado,06-Apr-21,2021,abril,W 14,TELQWAY,11-Mar-21,,,1,4,,,,0,0,,,3,4,2021,
2021,545074,METRO PONIENTE,LACI,LACI,LACI4,Q2,,11-Mar-21,2021,marzo,W 10,2°Q,GO 85,236,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Mar-21,,,,Ejecutado,11-Mar-21,2021,marzo,W 10,TELQWAY,11-Mar-21,,,1,0,REALIZADO,15-Mar-21,,0,0,,,3,3,2021,
2021,545079,METRO PONIENTE,INDE,RECO,RECO8,Q4,,11-Mar-21,2021,marzo,W 10,,GO 85,181,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Mar-21,,,,Ejecutado,19-Mar-21,2021,marzo,W 11,TELQWAY,11-Mar-21,,,1,2,REALIZADO,23-Mar-21,,0,0,,,3,3,2021,
2021,545077,METRO PONIENTE,INDE,SACE,SACE46,Q2,,11-Mar-21,2021,marzo,W 10,2°Q,GO 85,278,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Mar-21,,,,Ejecutado,10-Mar-21,2021,marzo,W 10,TELQWAY,11-Mar-21,,,1,-1,REALIZADO,19-Mar-21,,0,0,,,3,3,2021,
2021,545075,CENTRO,VINA,VALE,VALE218,Q2Q4,,11-Mar-21,2021,marzo,W 10,2°Q,GO 85,193,Ejecutado,,85MHZ HFC 2Q,Diseñado,16-Mar-21,,,,Ejecutado,10-Mar-21,2021,marzo,W 10,TELQWAY,11-Mar-21,,,1,-1,REALIZADO,15-Mar-21,,0,0,,,3,3,2021,
2021,545072,CENTRO,VINA,VINA,VINA11,Q2,,11-Mar-21,2021,marzo,W 10,2°Q,GO 85,336,Ejecutado,,85MHZ HFC 2Q,Diseñado,16-Mar-21,,,,Ejecutado,11-Mar-21,2021,marzo,W 10,TELQWAY,11-Mar-21,,,1,0,REALIZADO,15-Mar-21,,0,0,,,3,3,2021,
2021,545073,CENTRO,VINA,VINA,VINA12,Q2,,11-Mar-21,2021,marzo,W 10,2°Q,GO 85,136,Ejecutado,,85MHZ HFC 2Q,Diseñado,16-Mar-21,,,,Ejecutado,13-Mar-21,2021,marzo,W 10,TELQWAY,11-Mar-21,,,1,1,REALIZADO,17-Mar-21,,0,0,,,3,3,2021,
2021,545071,METRO ORIENTE,LCON,VITA,VITA13,Q3,,11-Mar-21,2021,marzo,W 10,2°Q,GO 85,390,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Mar-21,,,,Ejecutado,11-Mar-21,2021,marzo,W 10,TELQWAY,11-Mar-21,,,1,0,REALIZADO,19-Mar-21,,0,0,,,3,3,2021,
2021,544634,CENTRO,VINA,CCON,CCON50,Q3,,3-Mar-21,2021,marzo,W 9,2°Q,GO 85,376,Ejecutado,,85MHZ HFC 2Q,Diseñado,5-Mar-21,,,,Ejecutado,05-Mar-21,2021,marzo,W 9,TELQWAY,4-Mar-21,,,1,1,REALIZADO,12-Mar-21,,0,0,,,3,3,2021,
2021,544637,METRO PONIENTE,INDE,COLI,COLI70,Q1,,3-Mar-21,2021,marzo,W 9,,Segmentación FD,364,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,5-Mar-21,,,,Ejecutado,11-Mar-21,2021,marzo,W 10,TELQWAY,4-Mar-21,,"10marzo-Vuelta Atrás / Se requiere verificar asignaciones de DR asignado donde está posicionado SACE 103, al ejecutar trabajos servicio no levanto ",1,2,,,,7,15,,,3,3,2021,
2021,544636,METRO PONIENTE,LACI,LACI,LACI3,Q1,,3-Mar-21,2021,marzo,W 9,2°Q,GO 85,210,Ejecutado,,85MHZ HFC 2Q,Diseñado,5-Mar-21,,,,Ejecutado,05-Mar-21,2021,marzo,W 9,TELQWAY,4-Mar-21,,,1,1,REALIZADO,9-Mar-21,,0,0,,,3,3,2021,
2021,544635,METRO ORIENTE,INDE,PROV,PROV9,Q4,,3-Mar-21,2021,marzo,W 9,2°Q,GO 85,218,Ejecutado,,85MHZ HFC 2Q,Diseñado,5-Mar-21,,,,Ejecutado,09-Mar-21,2021,marzo,W 10,TELQWAY,4-Mar-21,,,1,1,REALIZADO,12-Mar-21,Enmascarar,0,8,,,3,3,2021,
2021,544602,NORTE,ARIC,ARIC,ARIC6,Q2,,25-Feb-21,2021,febrero,W 8,,GO 85,304,Ejecutado,,85MHZ HFC 2Q,Diseñado,26-Feb-21,,,,Ejecutado,04-Mar-21,2021,marzo,W 9,TELQWAY,25-Feb-21,,,1,1,REALIZADO,8-Mar-21,,0,0,ARIC006-01,2,2,3,2021,
2021,544600,CENTRO,SANT,SDOM,SDOM27,Q1,,25-Feb-21,2021,febrero,W 8,,Segmentación FD,172,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,2-Mar-21,,,,Ejecutado,04-Mar-21,2021,marzo,W 9,TELQWAY,25-Feb-21,,,1,1,,,,0,0,,,2,3,2021,
2021,544603,CENTRO,QOTA,LIMA,LIMA1,Q1,,25-Feb-21,2021,febrero,W 8,,GO 85,336,Ejecutado,,85MHZ HFC 2Q,Diseñado,26-Feb-21,,,,Ejecutado,03-Mar-21,2021,marzo,W 9,TELQWAY,25-Feb-21,,,1,1,REALIZADO,4-Mar-21,,0,0,LIMA001-03,3,2,3,2021,
2021,544601,CENTRO,VINA,VINA,VINA5,Q2,,25-Feb-21,2021,febrero,W 8,2°Q,GO 85,232,Ejecutado,,85MHZ HFC 2Q,Diseñado,26-Feb-21,,,,Ejecutado,01-Mar-21,2021,marzo,W 9,TELQWAY,25-Feb-21,,,1,1,REALIZADO,3-Mar-21,,0,0,VINA005-02,1,2,3,2021,
2021,544489,NORTE,ANTO,ANTO,ANTO21,Q2,,12-Feb-21,2021,febrero,W 6,2°Q,GO 85,273,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Feb-21,,,,Ejecutado,24-Feb-21,2021,febrero,W 8,TELQWAY,12-Feb-21,,,1,2,REALIZADO,26-Feb-21,,0,0,ANTO021-03,3,2,2,2021,
2021,544486,CENTRO,VINA,QPUE,QPUE332,Q1,,12-Feb-21,2021,febrero,W 6,,Segmentación,96,Ejecutado,,SEGMENTACION HFC x2 (DWDM),Diseñado,15-Feb-21,,,,Ejecutado,22-Feb-21,2021,febrero,W 8,TELQWAY,12-Feb-21,,19feb-Suspendido / No fue posible bajar mufa debido que vecinos del Sector no accedieron a mover sus vehículos para ejecutar los trabajos.,1,2,,,,5,12,,,2,2,2021,
2021,544485,NORTE,CALA,CALA,CALA31,Q1,,12-Feb-21,2021,febrero,W 6,,Segmentación FD,376,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,15-Feb-21,,,,Ejecutado,25-Feb-21,2021,febrero,W 8,TELQWAY,12-Feb-21,,,1,2,,,,1,6,CALA031-03,2,2,2,2021,
2021,544493,METRO SUR ORIENTE,PENA,NUNO,NUNO75,Q1,,12-Feb-21,2021,febrero,W 6,,DAA,359,Ejecutado,,Upgrade kit FDPA,Diseñado,,,,,Ejecutado,18-Mar-21,2021,marzo,W 11,TELQWAY,18-Mar-21,,,68,5,,,,0,0,,,2,3,2021,
2021,544492,METRO ORIENTE,PENA,LREI,LREI2,Q3,,12-Feb-21,2021,febrero,W 6,,DAA,268,Ejecutado,,RPD HFC,Diseñado,,,,,Ejecutado,23-Mar-21,2021,marzo,W 12,TELQWAY,,,,68,6,,,,0,0,,,2,3,2021,
2021,544488,NORTE,IQUI,IQUI,IQUI7,Q1,,12-Feb-21,2021,febrero,W 6,,GO 85,229,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Feb-21,,,,Ejecutado,02-Mar-21,2021,marzo,W 9,TELQWAY,12-Feb-21,,,1,3,REALIZADO,3-Mar-21,,0,0,,,2,3,2021,
2021,544490,METRO ORIENTE,INDE,PROV,PROV48,Q1Q3,,12-Feb-21,2021,febrero,W 6,2°Q,GO 85,114,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Feb-21,,,,Ejecutado,18-Feb-21,2021,febrero,W 7,TELQWAY,12-Feb-21,,,1,1,REALIZADO,22-Feb-21,,0,0,,,2,2,2021,
2021,544491,METRO PONIENTE,LACI,SMGL,SMGL24,Q1Q2,,12-Feb-21,2021,febrero,W 6,,GO 85,265,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Feb-21,,,,Ejecutado,22-Feb-21,2021,febrero,W 8,TELQWAY,12-Feb-21,,,1,2,REALIZADO,24-Feb-21,,0,0,,,2,2,2021,
2021,544487,CENTRO,VINA,VINA,VINA14,Q1,,12-Feb-21,2021,febrero,W 6,,GO 85,280,Ejecutado,,85MHZ HFC 2Q,Diseñado,15-Feb-21,,,,Ejecutado,23-Feb-21,2021,febrero,W 8,TELQWAY,12-Feb-21,,,1,2,REALIZADO,24-Feb-21,,0,0,VINA014-01,1,2,2,2021,
2021,544379,SUR,CHIL,CHIL,CHIL12,Q1,,4-Feb-21,2021,febrero,W 5,,Segmentación,279,Ejecutado,,SEGMENTACION HFC x2,Diseñado,12-Feb-21,,,,Ejecutado,15-Feb-21,2021,febrero,W 7,TELQWAY,5-Feb-21,,,2,2,,,,0,8,CHIL012-04,3,2,2,2021,
2021,544378,NORTE,ANTO,ANTO,ANTO99,Q1,,4-Feb-21,2021,febrero,W 5,,Split Node,577,Ejecutado,,SPLIT NODE HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,26-Feb-21,2021,febrero,W 8,TELQWAY,5-Feb-21,,,2,4,,,,0,8,,,2,2,2021,
2021,544386,SUR,CONC,CONC,CONC21,Q4,,4-Feb-21,2021,febrero,W 5,,GO 85,196,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,16-Feb-21,2021,febrero,W 7,TELQWAY,5-Feb-21,,,2,2,REALIZADO,18-Feb-21,,0,0,CONC021-01,3,2,2,2021,
2021,544380,METRO PONIENTE,LACI,LACI,LACI7,Q3,,4-Feb-21,2021,febrero,W 5,2°Q,GO 85,200,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,09-Feb-21,2021,febrero,W 6,TELQWAY,5-Feb-21,,,2,1,REALIZADO,11-Feb-21,,0,0,,,2,2,2021,
2021,544382,NORTE,LSER,LSER,LSER62,Q1,,4-Feb-21,2021,febrero,W 5,,GO 85,388,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,19-Feb-21,2021,febrero,W 7,TELQWAY,5-Feb-21,,,2,3,REALIZADO,23-Feb-21,Enmascarado,0,0,,,2,2,2021,
2021,544383,METRO PONIENTE,MAIP,PHUR,PHUR13,Q2,,4-Feb-21,2021,febrero,W 5,,GO 85,294,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,16-Feb-21,2021,febrero,W 7,TELQWAY,5-Feb-21,,,2,2,REALIZADO,18-Feb-21,,0,0,,,2,2,2021,
2021,544381,METRO ORIENTE,INDE,PROV,PROV9,Q2,,4-Feb-21,2021,febrero,W 5,2°Q,GO 85,357,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,17-Feb-21,2021,febrero,W 7,TELQWAY,5-Feb-21,,,2,2,REALIZADO,19-Feb-21,Pendiente 4 amp,0,0,,,2,2,2021,
2021,544385,SUR,RANC,RANC,RANC107,Q1,,4-Feb-21,2021,febrero,W 5,,GO 85,207,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,02-Mar-21,2021,marzo,W 9,TELQWAY,5-Feb-21,,"17feb-No fue posible implementar debido a encontrar filamentos dañados en cable de Fibra Existente,
se escalara a Zona para la correspondiente reparación",2,4,REALIZADO,3-Mar-21,,0,0,,,2,3,2021,
2021,544384,METRO PONIENTE,INDE,SACE,SACE34,Q3,,4-Feb-21,2021,febrero,W 5,2°Q,GO 85,321,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Feb-21,,,,Ejecutado,18-Feb-21,2021,febrero,W 7,TELQWAY,5-Feb-21,,,2,2,REALIZADO,22-Feb-21,,0,0,,,2,2,2021,
2021,544357,NORTE,ANTO,ANTO,ANTO54,Q1,,28-Jan-21,2021,enero,W 4,,GO 85,103,Ejecutado,,85MHZ HFC 2Q,Diseñado,1-Feb-21,,,,Ejecutado,12-Feb-21,2021,febrero,W 6,TELQWAY,28-Jan-21,,,1,3,REALIZADO,26-Feb-21,Enmascarado,0,0,,,1,2,2021,
2021,544358,NORTE,ANTO,ANTO,ANTO68,Q1,8N,28-Jan-21,2021,enero,W 4,,GO 85,506,Ejecutado,,85MHZ FDPA,Diseñado,3-Feb-21,,,,Ejecutado,11-Feb-21,2021,febrero,W 6,TELQWAY,28-Jan-21,,,1,2,REALIZADO,15-Feb-21,,0,0,,,1,2,2021,
2021,544353,SUR,CHIL,CHIL,CHIL4,Q3,,28-Jan-21,2021,enero,W 4,,GO 85,219,Ejecutado,,85MHZ HFC 2Q,Diseñado,3-Feb-21,,,,Ejecutado,11-Feb-21,2021,febrero,W 6,TELQWAY,28-Jan-21,,,1,2,REALIZADO,15-Feb-21,,0,0,,,1,2,2021,
2021,544361,NORTE,LSER,LSER,LSER45,Q1,,28-Jan-21,2021,enero,W 4,,GO 85,280,Ejecutado,,85MHZ HFC 2Q,Diseñado,3-Feb-21,,,,Ejecutado,12-Feb-21,2021,febrero,W 6,TELQWAY,28-Jan-21,,,1,3,REALIZADO,16-Feb-21,,0,0,,,1,2,2021,
2021,544359,METRO ORIENTE,INDE,PROV,PROV23,Q1,,28-Jan-21,2021,enero,W 4,,GO 85,239,Ejecutado,,85MHZ HFC 2Q,Diseñado,3-Feb-21,,,,Ejecutado,03-Feb-21,2021,febrero,W 5,TELQWAY,28-Jan-21,,,1,1,REALIZADO,10-Feb-21,Enmascarar elena blanco1162,0,0,,,1,2,2021,
2021,544360,METRO ORIENTE,INDE,PROV,PROV5,Q1,,28-Jan-21,2021,enero,W 4,,GO 85,306,Ejecutado,,85MHZ HFC 2Q,Diseñado,3-Feb-21,,,,Ejecutado,08-Feb-21,2021,febrero,W 6,TELQWAY,28-Jan-21,,,1,2,REALIZADO,22-Feb-21,,0,0,,,1,2,2021,
2021,544356,CENTRO,VINA,QPUE,QPUE189,Q2,,28-Jan-21,2021,enero,W 4,,GO 85,256,Ejecutado,,85MHZ HFC 2Q,Diseñado,1-Feb-21,,,,Ejecutado,05-Feb-21,2021,febrero,W 5,TELQWAY,28-Jan-21,,,1,2,REALIZADO,22-Feb-21,,0,0,,,1,2,2021,
2021,544355,CENTRO,VINA,QPUE,QPUE93,Q1,,28-Jan-21,2021,enero,W 4,,GO 85,373,Ejecutado,,85MHZ HFC 2Q,Diseñado,1-Feb-21,,,,Ejecutado,09-Feb-21,2021,febrero,W 6,TELQWAY,28-Jan-21,,,1,2,REALIZADO,11-Feb-21,,0,0,,,1,2,2021,
2021,544352,CENTRO,VINA,VINA,VINA23,Q3,,28-Jan-21,2021,enero,W 4,2°Q,GO 85,339,Ejecutado,,85MHZ HFC 2Q,Diseñado,2-Feb-21,,,,Ejecutado,05-Feb-21,2021,febrero,W 5,TELQWAY,28-Jan-21,,,1,2,REALIZADO,4-Mar-21,,0,0,,,1,2,2021,
2021,544354,CENTRO,VINA,VINA,VINA33,Q3,,28-Jan-21,2021,enero,W 4,2°Q,GO 85,350,Ejecutado,,85MHZ HFC 2Q,Diseñado,2-Feb-21,,,,Ejecutado,04-Feb-21,2021,febrero,W 5,TELQWAY,28-Jan-21,,,1,1,REALIZADO,22-Feb-21,,0,0,VINA233-02,1,1,2,2021,
2021,543726,SUR,CONS,CONS,CONS6,Q1,,21-Jan-21,2021,enero,W 3,5N,Segmentación FD,271,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,27-Jan-21,,,,Ejecutado,28-Jan-21,2021,enero,W 4,TELQWAY,21-Jan-21,,,1,1,,,,0,0,CONS006-02,1,1,1,2021,
2021,543727,SUR,CONS,CONS,CONS7,Q1,,21-Jan-21,2021,enero,W 3,4N,Segmentación FD,262,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,27-Jan-21,,,,Ejecutado,29-Jan-21,2021,enero,W 4,TELQWAY,21-Jan-21,,,1,2,,,,0,3,,,1,1,2021,
2021,543729,NORTE,CALA,CALA,CALA7,Q1,,21-Jan-21,2021,enero,W 3,,Segmentación,160,Ejecutado,,SEGMENTACION HFC x2,Diseñado,27-Jan-21,,,,Ejecutado,30-Jan-21,2021,enero,W 4,TELQWAY,21-Jan-21,,,1,2,,,,6,13,CALA007-02,2,1,1,2021,
2021,543730,NORTE,ANTO,ANTO,ANTO116,Q1,,21-Jan-21,2021,enero,W 3,,Segmentación,111,Ejecutado,,SEGMENTACION HFC x2 (DWDM),Diseñado,27-Jan-21,,,,Ejecutado,02-Feb-21,2021,febrero,W 5,TELQWAY,21-Jan-21,,,1,2,,,,0,7,ANTO116-01,3,1,2,2021,
2021,543728,SUR,CURI,CURI,CURI5,Q1,,21-Jan-21,2021,enero,W 3,,Segmentación,148,Ejecutado,,SEGMENTACION HFC x2,Diseñado,27-Jan-21,,,,Ejecutado,03-Feb-21,2021,febrero,W 5,TELQWAY,21-Jan-21,,2feb-Suspendido/ Se requiere realizar cambio de Tecnología a Receptor óptico previo a trabajo de capacidades,1,2,,,,0,1,,,1,2,2021,
2021,543732,METRO SUR ORIENTE,LFLO,LFLO,LFLO47,Q1,,21-Jan-21,2021,enero,W 3,,GO 85,177,Ejecutado,,85MHZ HFC 2Q,Diseñado,27-Jan-21,,,,Ejecutado,01-Feb-21,2021,febrero,W 5,TELQWAY,21-Jan-21,,,1,2,REALIZADO,3-Feb-21,,0,0,,,1,2,2021,
2021,543731,SUR,PMON,PMON,PMON13,Q3,,21-Jan-21,2021,enero,W 3,,GO 85,266,Ejecutado,,85MHZ HFC 2Q,Diseñado,27-Jan-21,,,,Ejecutado,05-Feb-21,2021,febrero,W 5,TELQWAY,21-Jan-21,,,1,3,REALIZADO,5-Feb-21,,0,0,,,1,2,2021,
2021,543734,CENTRO,QOTA,QOTA,QOTA5,Q2,,21-Jan-21,2021,enero,W 3,,GO 85,269,Ejecutado,,85MHZ HFC 2Q,Diseñado,27-Jan-21,,,,Ejecutado,28-Jan-21,2021,enero,W 4,TELQWAY,21-Jan-21,,,1,1,REALIZADO,29-Jan-21,,0,0,,,1,1,2021,
2021,543733,CENTRO,QOTA,QOTA,QOTA9,Q2,,21-Jan-21,2021,enero,W 3,2°Q,GO 85,254,Ejecutado,,85MHZ HFC 2Q,Diseñado,27-Jan-21,,,,Ejecutado,27-Jan-21,2021,enero,W 4,TELQWAY,21-Jan-21,,,1,1,REALIZADO,29-Jan-21,,0,0,,,1,1,2021,
2021,543525,NORTE,IQUI,AHOS,AHOS81,Q1,,15-Jan-21,2021,enero,W 2,,Segmentación FD,355,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,21-Jan-21,,,,Ejecutado,21-Jan-21,2021,enero,W 3,TELQWAY,15-Jan-21,,,1,1,,,,0,5,,,1,1,2021,
2021,543528,CENTRO,VINA,VINA,VINA6,Q2,,15-Jan-21,2021,enero,W 2,,Segmentación,335,Ejecutado,,SEGMENTACION HFC x4,Diseñado,21-Jan-21,,,,Ejecutado,21-Jan-21,2021,enero,W 3,TELQWAY,15-Jan-21,,,1,1,,,,0,9,,,1,1,2021,
2021,543524,CENTRO,LAND,SEST,SEST5,Q1,,15-Jan-21,2021,enero,W 2,,Segmentación FD,163,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,21-Jan-21,,,,Ejecutado,25-Jan-21,2021,enero,W 4,TELQWAY,15-Jan-21,,,1,2,,,,0,0,,,1,1,2021,
2021,543526,NORTE,IQUI,AHOS,AHOS90,Q1,,15-Jan-21,2021,enero,W 2,,Segmentación FD,160,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,21-Jan-21,,,,Ejecutado,08-Feb-21,2021,febrero,W 6,TELQWAY,15-Jan-21,,"4feb-Vuelta Atrás / Servicio no levanta posterior a trabajo realizado, se evaluara con diseño la  distribución del retorno indicado. 22-1 Suspendido problemas con trabajos en nueva ruta para FW2.",1,4,,,,0,0,,,1,2,2021,
2021,543527,NORTE,IQUI,AHOS,AHOS87,Q1,,15-Jan-21,2021,enero,W 2,,Segmentación FD,292,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,25-Jan-21,,,,Ejecutado,09-Feb-21,2021,febrero,W 6,TELQWAY,15-Jan-21,,,2,4,,,,0,0,,,1,2,2021,
2021,543534,METRO SUR ORIENTE,PENA,NUNO,NUNO27,Q1,,15-Jan-21,2021,enero,W 2,,DAA,82,Ejecutado,,RPD HFC,Diseñado,27-Jan-21,,,,Ejecutado,15-Mar-21,2021,marzo,W 11,TELQWAY,15-Jan-21,,,2,9,,,,0,0,NUNO027-01,3,1,3,2021,
2021,543535,METRO ORIENTE,PENA,LREI,LREI7,Q3,,15-Jan-21,2021,enero,W 2,,DAA,204,Ejecutado,,RPD HFC,Diseñado,27-Jan-21,,,,Ejecutado,16-Mar-21,2021,marzo,W 11,TELQWAY,15-Jan-21,,,2,9,,,,0,0,,,1,3,2021,
2021,543538,METRO SUR ORIENTE,PENA,NUNO,NUNO34,Q1,,15-Jan-21,2021,enero,W 2,,DAA,375,Ejecutado,,Upgrade kit FDPA,Diseñado,27-Jan-21,,,,Ejecutado,16-Mar-21,2021,marzo,W 11,TELQWAY,15-Jan-21,,,2,9,,,,0,0,,,1,3,2021,
2021,543542,METRO ORIENTE,PENA,LREI,LREI25,Q1,,15-Jan-21,2021,enero,W 2,,DAA,146,Ejecutado,,Upgrade kit FDPA,Diseñado,27-Jan-21,,,,Ejecutado,18-Mar-21,2021,marzo,W 11,TELQWAY,15-Jan-21,,,2,9,,,,0,0,,,1,3,2021,
2021,543541,METRO SUR ORIENTE,PENA,NUNO,NUNO15,Q1,,15-Jan-21,2021,enero,W 2,,DAA,124,Ejecutado,,RPD HFC,Diseñado,28-Jan-21,,,,Ejecutado,18-Mar-21,2021,marzo,W 11,TELQWAY,15-Jan-21,,,2,9,,,,0,0,,,1,3,2021,
2021,543539,METRO ORIENTE,PENA,LREI,LREI12,Q2,,15-Jan-21,2021,enero,W 2,,DAA,249,Ejecutado,,RPD HFC,Diseñado,27-Jan-21,,,,Ejecutado,22-Mar-21,2021,marzo,W 12,TELQWAY,15-Jan-21,,,2,10,,,,0,0,LREI012-01,3,1,3,2021,
2021,543536,METRO SUR ORIENTE,PENA,NUNO,NUNO22,Q2,,15-Jan-21,2021,enero,W 2,,DAA,248,Ejecutado,,RPD HFC,Diseñado,27-Jan-21,,,,Ejecutado,23-Mar-21,2021,marzo,W 12,TELQWAY,15-Jan-21,,,2,10,,,,0,0,,,1,3,2021,
2021,543540,METRO SUR ORIENTE,PENA,NUNO,NUNO3,Q2,,15-Jan-21,2021,enero,W 2,,DAA,286,Ejecutado,,RPD HFC,Diseñado,27-Jan-21,,,,Ejecutado,23-Mar-21,2021,marzo,W 12,TELQWAY,15-Jan-21,,,2,10,,,,0,0,,,1,3,2021,
2021,543537,METRO ORIENTE,PENA,LREI,LREI3,Q4,,15-Jan-21,2021,enero,W 2,,DAA,308,Ejecutado,,RPD HFC,Diseñado,27-Jan-21,,,,Ejecutado,24-Mar-21,2021,marzo,W 12,TELQWAY,15-Jan-21,,,2,10,,,,0,0,,,1,3,2021,
2021,543543,METRO SUR ORIENTE,PENA,NUNO,NUNO89,Q1,,15-Jan-21,2021,enero,W 2,,DAA,246,Ejecutado,,Upgrade kit FDPA,Diseñado,27-Jan-21,,,,Ejecutado,24-Mar-21,2021,marzo,W 12,TELQWAY,15-Jan-21,,,2,10,,,,0,0,,,1,3,2021,
2021,543530,NORTE,IQUI,IQUI,IQUI42,Q3Q4,,15-Jan-21,2021,enero,W 2,2°Q,GO 85,274,Ejecutado,,85MHZ HFC 2Q,Diseñado,21-Jan-21,,,,Ejecutado,19-Jan-21,2021,enero,W 3,TELQWAY,15-Jan-21,,,1,1,REALIZADO,26-Jan-21,Enmascarar,0,0,,,1,1,2021,
2021,543532,NORTE,LSER,LSER,LSER1,Q1,,15-Jan-21,2021,enero,W 2,2°Q,GO 85,315,Ejecutado,,85MHZ HFC 2Q,Diseñado,21-Jan-21,,,,Ejecutado,25-Jan-21,2021,enero,W 4,TELQWAY,15-Jan-21,,,1,2,REALIZADO,27-Jan-21,Enmascarar,0,0,,,1,1,2021,
2021,543529,CENTRO,QOTA,QOTA,QOTA6,Q1,,15-Jan-21,2021,enero,W 2,,Segmentación,205,Ejecutado,,SEGMENTACION HFC x4,Diseñado,21-Jan-21,,,,Ejecutado,21-Jan-21,2021,enero,W 3,TELQWAY,15-Jan-21,,,1,1,REALIZADO,29-Jan-21,,4,14,,,1,1,2021,
2021,543533,METRO PONIENTE,LACI,SMGL,SMGL21,Q2,,15-Jan-21,2021,enero,W 2,2°Q,GO 85,502,Ejecutado,,85MHZ HFC 2Q,Diseñado,21-Jan-21,,,,Ejecutado,19-Jan-21,2021,enero,W 3,TELQWAY,15-Jan-21,,,1,1,REALIZADO,21-Jan-21,Enmascarar,0,0,,,1,1,2021,
2021,543531,CENTRO,VINA,VALP,VALP48,Q1,,15-Jan-21,2021,enero,W 2,,GO 85,265,Ejecutado,,85MHZ HFC 2Q,Diseñado,21-Jan-21,,,,Ejecutado,22-Jan-21,2021,enero,W 3,TELQWAY,15-Jan-21,,,1,1,REALIZADO,25-Jan-21,,0,0,VALP048-01,2,1,1,2021,
2021,543036,CENTRO,VINA,VINA,VINA2,Q2,,7-Jan-21,2021,enero,W 1,,Segmentación,324,Ejecutado,,SEGMENTACION HFC x4 (DWDM),Diseñado,12-Jan-21,,,,Ejecutado,14-Jan-21,2021,enero,W 2,TELQWAY,8-Jan-21,,,1,1,,,,0,7,,,1,1,2021,
2021,543037,NORTE,ANTO,ANTO,ANTO21,Q2,,7-Jan-21,2021,enero,W 1,,Segmentación,273,Ejecutado,,SEGMENTACION HFC x4 (DWDM),Diseñado,12-Jan-21,,,,Ejecutado,15-Jan-21,2021,enero,W 2,TELQWAY,8-Jan-21,,,1,2,,,,0,0,ANTO021-03,3,1,1,2021,
2021,543040,NORTE,CALA,CALA,CALA15,Q2,,7-Jan-21,2021,enero,W 1,2°Q,GO 85,304,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Jan-21,,,,Ejecutado,13-Jan-21,2021,enero,W 2,TELQWAY,8-Jan-21,,,1,1,REALIZADO,15-Jan-21,,0,0,,,1,1,2021,
