Ano_Solicitud,ID_SGI,Zona,HUB,Comuna,Clave,Cuadrantes,Cantidad_N,Fecha_Solicitud,Year,Mes,W_Solicitud,OBS_Solicitud,Tipo_Solucion,Clientes_Afectados,Estado_Ejecucion,Sol2,Fecha_Cancelado,Tipo_de_Red,Estado_Design_Simplificado,Fecha_Design,Asignacion_Energía,Obras_Complementarias,Estado_Asignación_Energía,Estado_Ejecucion_2,Fecha_Ejecucion,Year_Ejecucion,MES_Ejecucion,Semana_Ejecucion,EPS,Fecha_Comunicacion_EPS,Responsable,Motivo,KPI_DESIGN,KPI_EJECUCION,Estado_CaPO,Fecha_Estado,Observaciones_CaPO,Horas_95,Horas_90,Zona_Roja,Clase_Zona_Roja,Mes_Sol,Mes_Ejecucion_2,Year_2022
2021,543039,METRO SUR ORIENTE,LFLO,LFLO,LFLO78,Q1Q3,,7-Jan-21,2021,enero,W 1,,GO 85,122,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Jan-21,,,,Ejecutado,12-Jan-21,2021,enero,W 2,TELQWAY,8-Jan-21,,,1,1,REALIZADO,14-Jan-21,,0,0,,,1,1,2021,
2021,543038,METRO PONIENTE,LACI,SBER,SBER12,Q1,,7-Jan-21,2021,enero,W 1,,GO 85,227,Ejecutado,,85MHZ HFC 2Q,Diseñado,12-Jan-21,,,,Ejecutado,14-Jan-21,2021,enero,W 2,TELQWAY,8-Jan-21,,,1,1,REALIZADO,21-Jan-21,,0,0,,,1,1,2021,
2020,543006,METRO PONIENTE,MAIP,PHUR,PHUR20,Q1,,31-Dec-20,2020,diciembre,W 53,,GO 85,364,Cancelado,4-Jan-21,85MHZ FDPA,Sin Diseño,,,,,Cancelado,,,,W 52,TELQWAY,4-Jan-21,,,74,74,,,,0,0,,,-89,0,99,
2022,552642,NORTE,ARIC,ARIC,ARIC21,Q1,,7-Jan-22,2022,enero,W 1,,Split Node,395,Ejecutado,,SPLIT NODE HFC 2Q,Diseñado,12-Jan-22,,,,Ejecutado,01-Feb-22,2022,febrero,W 5,TELQWAY,7-Jan-22,,,1,4,,,,0,0,,,1,2,2022,
2020,543005,SUR,CONC,CONC,CONC45,Q2,,31-Dec-20,2020,diciembre,W 53,2°Q,GO 85,300,Ejecutado,,85MHZ HFC 2Q,Diseñado,6-Jan-21,,,,Ejecutado,07-Jan-21,2021,enero,W 1,TELQWAY,4-Jan-21,,,1,1,REALIZADO,21-Jan-21,,0,0,CONC045-02,3,0,1,2021,
2020,543007,METRO PONIENTE,MAIP,LPRA,LPRA1,Q4,,31-Dec-20,2020,diciembre,W 53,2°Q,GO 85,282,Ejecutado,,85MHZ HFC 2Q,Diseñado,6-Jan-21,,,,Ejecutado,06-Jan-21,2021,enero,W 1,TELQWAY,4-Jan-21,,,1,1,REALIZADO,8-Jan-21,,0,0,,,0,1,2021,
2021,552156,METRO PONIENTE,INDE,LAMP,LAMP21,Q1,,18-Nov-21,2021,noviembre,W 46,,Segmentación FD,147,Ejecutado,,Segmentación FDPA 2X2,Diseñado,24-Nov-21,,,,Ejecutado,02-Feb-22,2022,febrero,W 5,TELQWAY,19-Nov-21,,Problemas en ruta,1,11,,,,2,4,,,-11,2,2022,
2022,552773,CENTRO,VINA,CCON,CCON433,Q1,,20-Jan-22,2022,enero,W 3,,Segmentacion FD,262,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,21-Jan-22,,,,Ejecutado,08-Feb-22,2022,febrero,W 6,TELQWAY,21-Jan-22,,,1,3,,,,0,0,,,1,2,2022,
2022,552819,CENTRO,SANT,SDOM,SDOM30,Q1,,27-Jan-22,2022,enero,W 4,,Segmentacion FD,139,Ejecutado,,SEGMENTACIÓN FDPA 2X2,Diseñado,31-Jan-22,,,,Ejecutado,09-Feb-22,2022,febrero,W 6,TELQWAY,28-Jan-22,,,1,2,,,,0,0,,,1,2,2022,
2022,552820,NORTE,ANTO,ANTO,ANTO11,Q1,,27-Jan-22,2022,enero,W 4,,Segmentacion,127,Ejecutado,,SEGMENTACION HFC x2,Diseñado,31-Jan-22,,,,Ejecutado,11-Feb-22,2022,febrero,W 6,TELQWAY,28-Jan-22,,,1,3,,,,0,0,,,1,2,2022,
2022,552818,NORTE,LSER,LSER,LSER45,Q2,,27-Jan-22,2022,enero,W 4,2°Q,GO 85,128,Ejecutado,,85MHZ HFC 2Q,Diseñado,31-Jan-22,,,,Ejecutado,11-Feb-22,2022,febrero,W 6,TELQWAY,28-Jan-22,,,1,3,REALIZADO,15-Feb-22,,0,0,,,1,2,2022,
2022,552817,NORTE,IQUI,IQUI,IQUI6,Q3,,27-Jan-22,2022,enero,W 4,2°Q,GO 85,201,Ejecutado,,85MHZ HFC 2Q,Diseñado,31-Jan-22,,,,Ejecutado,04-Mar-22,2022,marzo,W 9,TELQWAY,28-Jan-22,,,1,6,REALIZADO,7-Mar-22,,1,2,,,1,3,2022,
2022,552816,NORTE,IQUI,IQUI,IQUI4,Q1,,27-Jan-22,2022,enero,W 4,1°Q,GO 85,242,Ejecutado,,85MHZ HFC 2Q,Diseñado,31-Jan-22,,,,Ejecutado,04-Mar-22,2022,marzo,W 9,TELQWAY,28-Jan-22,,,1,6,REALIZADO,7-Mar-22,,0,0,IQUI004-04,1,1,3,2022,
2021,552110,METRO PONIENTE,INDE,LAMP,LAMP15,Q1,,12-Nov-21,2021,noviembre,W 45,Se cancela debido a que no tiene horas de saturacion,Segmentación FD,170,Cancelado,20-May-22,Segmentación FDPA 2X2,Diseñado,17-Nov-21,,,,Cancelado,,,,W 52,TELQWAY,12-Nov-21,,"26-11 vuelta atrás, atenuaciones en ruta.  25-11 Acceso OK.24-11 Por acceso, se solicita jornada diurna// 20-05-2022 William pide cancelar proyecto por no tener alta utilizacion",1,29,,,,1,3,,,-11,99,99,
2022,552954,NORTE,LSER,COQU,COQU123,Q1,,10-Feb-22,2022,febrero,W 6,,Segmentación FD,242,Ejecutado,,Segmentación FDPA 2X2,Diseñado,14-Feb-22,,,,Ejecutado,24-Mar-22,2022,marzo,W 12,TELQWAY,10-Feb-22,,Se ejecuta pero con niveles al limite de MER y CN,1,6,,,,0,0,,,2,3,2022,
2022,552955,METRO PONIENTE,MAIP,ECEN,ECEN36,Q2,,10-Feb-22,2022,febrero,W 6,1°Q,GO 85,395,Ejecutado,,85MHZ FDPA,Diseñado,14-Feb-22,,,,Ejecutado,18-Feb-22,2022,febrero,W 7,TELQWAY,10-Feb-22,,,1,2,REALIZADO,21-Feb-22,,1,5,,,2,2,2022,
2022,552964,NORTE,LSER,LSER,LSER62,Q1,,18-Feb-22,2022,febrero,W 7,,Segmentación FD,343,Ejecutado,,SEGMENTACION HFC x2,Diseñado,18-Feb-22,,,,Ejecutado,25-Feb-22,2022,febrero,W 8,TELQWAY,18-Feb-22,,,0,1,,,,0,21,,,2,2,2022,
2022,553262,SUR,CONC,PENC,PENC8,Q3,,25-Feb-22,2022,febrero,W 8,2°Q,GO 85,283,Ejecutado,,85MHZ HFC 2Q,Diseñado,3-Mar-22,,,,Ejecutado,02-Mar-22,2022,marzo,W 9,TELQWAY,25-Feb-22,,,1,1,REALIZADO,30-Mar-22,Realizado Total,3,7,,,2,3,2022,
2022,553263,NORTE,ANTO,ANTO,ANTO6,Q1,,25-Feb-22,2022,febrero,W 8,2°Q,GO 85,164,Ejecutado,,85MHZ HFC 2Q,Diseñado,3-Mar-22,,,,Ejecutado,02-Mar-22,2022,marzo,W 9,TELQWAY,25-Feb-22,,,1,1,REALIZADO,4-Mar-22,,0,0,,,2,3,2022,
2022,553308,METRO PONIENTE,INDE,INDE,INDE34,Q2,,4-Mar-22,2022,marzo,W 9,1°Q,GO 85,235,Ejecutado,,85MHZ HFC 2Q,Diseñado,10-Mar-22,,,,Ejecutado,14-Mar-22,2022,marzo,W 11,TELQWAY,4-Mar-22,,,1,2,REALIZADO,17-Mar-22,,1,2,,,3,3,2022,
2022,553309,SUR,LANG,LANG,LANG6,Q3,,4-Mar-22,2022,marzo,W 9,,Segmentacion,52,Ejecutado,,SEGMENTACION HFC x2,Diseñado,7-Mar-22,,,,Ejecutado,17-Mar-22,2022,marzo,W 11,TELQWAY,4-Mar-22,,,1,2,,,,0,0,,,3,3,2022,
2022,553517,NORTE,ANTO,ANTO,ANTO26,Q3,,11-Mar-22,2022,marzo,W 10,2°Q,GO 85,244,Ejecutado,,85MHZ HFC 2Q,Diseñado,17-Mar-22,,,,Ejecutado,26-Mar-22,2022,marzo,W 12,TELQWAY,11-Mar-22,,,1,3,REALIZADO,30-Mar-22,Ejecutado,0,0,ANTO026-04,2,3,3,2022,
2022,553516,NORTE,LSER,COQU,COQU118,Q1,4N,11-Mar-22,2022,marzo,W 10,,Segmentación FD,246,Ejecutado,,SEGMENTACION FDPA,Diseñado,17-Mar-22,,,,Ejecutado,25-Mar-22,2022,marzo,W 12,TELQWAY,11-Mar-22,,,1,2,,,,0,2,,,3,3,2022,
2022,553563,NORTE,ANTO,ANTO,ANTO92,Q3,,17-Mar-22,2022,marzo,W 11,1°Q,GO 85,174,Ejecutado,,85MHZ FDPA,Diseñado,18-Mar-22,,,,Ejecutado,30-Mar-22,2022,marzo,W 13,TELQWAY,17-Mar-22,,,1,2,REALIZADO,31-Mar-22,Ejecutado,0,0,ANTO092-01,3,3,3,2022,
2022,553754,SUR,CONC,CONC,CONC45,Q3,,25-Mar-22,2022,marzo,W 12,,Segmentacion,285,Ejecutado,,SEGMENTACION HFC X4,Diseñado,29-Mar-22,,,,Ejecutado,08-Apr-22,2022,abril,W 14,TELQWAY,25-Mar-22,,,1,2,,,,8,16,CONC045-02,3,3,4,2022,
2022,553780,NORTE,LSER,COQU,COQU23,Q3,,1-Apr-22,2022,abril,W 13,,Segmentacion,218,Ejecutado,,SEGMENTACION HFC X4,Diseñado,4-Apr-22,,,,Ejecutado,20-Apr-22,2022,abril,W 16,TELQWAY,1-Apr-22,,,1,3,,,,0,0,COQU023-01,1,4,4,2022,
2022,553779,CENTRO,VINA,VALP,VALP135,Q4,,1-Apr-22,2022,abril,W 13,1°Q,GO 85,116,Ejecutado,,85MHZ HFC 2Q,Diseñado,5-Apr-22,,,,Ejecutado,12-Apr-22,2022,abril,W 15,TELQWAY,1-Apr-22,,,1,2,REALIZADO,27-Apr-22,Ejecutado,0,1,,,4,4,2022,
2022,553755,SUR,RANC,RANC,RANC60,Q3,,25-Mar-22,2022,marzo,W 12,,Segmentacion,234,Ejecutado,,SEGMENTACION HFC X4,Diseñado,29-Mar-22,,,,Ejecutado,06-Apr-22,2022,abril,W 14,TELQWAY,25-Mar-22,,,1,2,,,,0,1,,,3,4,2022,
2022,552965,NORTE,LSER,COQU,COQU124,Q1,4N,18-Feb-22,2022,febrero,W 7,,Segmentación FD,275,Ejecutado,,Segmentación FDPA,Diseñado,21-Feb-22,,,,Ejecutado,01-Apr-22,2022,abril,W 13,TELQWAY,18-Feb-22,,,1,6,,,,1,4,,,2,4,2022,
2022,553834,CENTRO,VINA,VINA,VINA55,Q2,,8-Apr-22,2022,abril,W 14,2°Q,GO 85,223,Ejecutado,,85MHZ HFC 2Q,Diseñado,14-Apr-22,,,,Ejecutado,12-Apr-22,2022,abril,W 15,TELQWAY,8-Apr-22,,,1,1,REALIZADO,6-May-22,Ejecutado,0,2,,,4,4,2022,
2022,553833,CENTRO,VINA,VALP,VALP133,Q3,,8-Apr-22,2022,abril,W 14,2°Q,GO  85,283,Ejecutado,,85MHZ HFC 2Q,Diseñado,14-Apr-22,,,,Ejecutado,13-Apr-22,2022,abril,W 15,TELQWAY,8-Apr-22,,,1,1,REALIZADO,18-Apr-22,Ejecutado,4,5,,,4,4,2022,
2022,553992,METRO PONIENTE,MAIP,ECEN,ECEN22,Q1,3N,28-Apr-22,2022,abril,W 17,1°Q,GO 85,109,Ejecutado,,85MHZ FDPA,Diseñado,3-May-22,,,,Ejecutado,12-May-22,2022,mayo,W 19,TELQWAY,28-Apr-22,,,1,2,REALIZADO,13-May-22,Ejecutado,0,0,ECEN022-01,2,4,5,2022,
2022,553993,NORTE,LSER,LSER,LSER13,Q2,,28-Apr-22,2022,abril,W 17,,Segmentacion,182,Ejecutado,,SEGMENTACION HFC X4,Diseñado,29-Apr-22,,,,Ejecutado,13-May-22,2022,mayo,W 19,TELQWAY,28-Apr-22,,,1,3,,,,0,3,,,4,5,2022,
2022,553926,NORTE,LSER,LSER,LSER133,Q1,5N,22-Apr-22,2022,abril,W 16,,Segmentacion FD,342,Ejecutado,,SEGMENTACION FDPA,Diseñado,25-Apr-22,,,,Ejecutado,06-May-22,2022,mayo,W 18,TELQWAY,22-Apr-22,,,1,2,,,,1,1,,,4,5,2022,
2022,554058,SUR,CONC,SPED,SPED55,Q2,,20-May-22,2022,mayo,W 20,2°Q,GO  85,182,Ejecutado,,85MHZ HFC 2Q,Diseñado,23-May-22,,,,Ejecutado,27-May-22,2022,mayo,W 21,TELQWAY,20-May-22,,,1,1,Pendiente CAPOV2,3-Jun-22,Se reprograma por falta de autorizacion en SIN,0,0,SPED055-01,2,5,5,2022,
2022,554059,SUR,LANG,LANG,LANG5,Q1,,20-May-22,2022,mayo,W 20,,Segmentacion,210,Ejecutado,,SEGMENTACION HFC x2,Diseñado,23-May-22,,,,Ejecutado,30-May-22,2022,mayo,W 22,TELQWAY,20-May-22,,,1,2,,,,0,0,,,5,5,2022,
